<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20170831;00:00;18370.0000000;18745.0000000;18271.0000000;18440.0000000;633374
20170901;00:00;18453.0000000;18631.0000000;18297.0000000;18533.0000000;463817
20170904;00:00;18519.0000000;18635.0000000;18184.0000000;18558.0000000;468030
20170905;00:00;18554.0000000;18647.0000000;18344.0000000;18377.0000000;486478
20170906;00:00;18382.0000000;18535.0000000;18234.0000000;18478.0000000;385269
20170907;00:00;18473.0000000;18609.0000000;18411.0000000;18503.0000000;418803
20170908;00:00;18500.0000000;18814.0000000;18447.0000000;18556.0000000;569775
20170911;00:00;18950.0000000;19565.0000000;18950.0000000;19475.0000000;40027
20170912;00:00;19511.0000000;19651.0000000;19251.0000000;19356.0000000;27655
20170913;00:00;19353.0000000;19535.0000000;19199.0000000;19374.0000000;29604
20170914;00:00;19399.0000000;19400.0000000;19023.0000000;19272.0000000;39556
20170915;00:00;19272.0000000;19397.0000000;19092.0000000;19377.0000000;38417
20170918;00:00;19387.0000000;19450.0000000;19121.0000000;19121.0000000;49206
20170919;00:00;19140.0000000;19165.0000000;18840.0000000;18855.0000000;77171
20170920;00:00;18865.0000000;19082.0000000;18696.0000000;19039.0000000;214578
20170921;00:00;19027.0000000;19247.0000000;18783.0000000;19165.0000000;386238
20170922;00:00;19166.0000000;19282.0000000;19021.0000000;19053.0000000;361257
20170925;00:00;19063.0000000;19587.0000000;19033.0000000;19535.0000000;428016
20170926;00:00;19564.0000000;19916.0000000;19535.0000000;19611.0000000;609860
20170927;00:00;19617.0000000;19820.0000000;19505.0000000;19736.0000000;403654
20170928;00:00;19727.0000000;19823.0000000;19543.0000000;19620.0000000;382277
20170929;00:00;19624.0000000;19687.0000000;19473.0000000;19612.0000000;286649
20171002;00:00;19619.0000000;19800.0000000;19492.0000000;19662.0000000;334078
20171003;00:00;19666.0000000;19777.0000000;19560.0000000;19591.0000000;314095
20171004;00:00;19598.0000000;19650.0000000;19490.0000000;19600.0000000;268023
20171005;00:00;19613.0000000;19885.0000000;19268.0000000;19846.0000000;603455
20171006;00:00;19843.0000000;20003.0000000;19714.0000000;19757.0000000;530262
20171009;00:00;19787.0000000;19837.0000000;19605.0000000;19727.0000000;330717
20171010;00:00;19736.0000000;19805.0000000;19642.0000000;19707.0000000;249891
20171011;00:00;19707.0000000;20026.0000000;19685.0000000;19885.0000000;480430
20171012;00:00;19887.0000000;20010.0000000;19821.0000000;19859.0000000;316897
20171013;00:00;19879.0000000;20061.0000000;19844.0000000;20000.0000000;325897
20171016;00:00;20001.0000000;20185.0000000;19986.0000000;20119.0000000;276394
20171017;00:00;20110.0000000;20129.0000000;19920.0000000;20045.0000000;337478
20171018;00:00;20046.0000000;20102.0000000;19717.0000000;19866.0000000;475268
20171019;00:00;19866.0000000;19876.0000000;19450.0000000;19533.0000000;499907
20171020;00:00;19555.0000000;19700.0000000;19503.0000000;19606.0000000;393720
20171023;00:00;19608.0000000;19627.0000000;19354.0000000;19405.0000000;409360
20171024;00:00;19423.0000000;19640.0000000;19274.0000000;19620.0000000;471599
20171025;00:00;19620.0000000;19710.0000000;19442.0000000;19496.0000000;404295
20171026;00:00;19498.0000000;19688.0000000;19315.0000000;19671.0000000;376156
20171027;00:00;19656.0000000;19946.0000000;19538.0000000;19889.0000000;527790
20171030;00:00;19904.0000000;20027.0000000;19750.0000000;19790.0000000;373078
20171031;00:00;19781.0000000;19887.0000000;19643.0000000;19660.0000000;299938
20171101;00:00;19671.0000000;19950.0000000;19503.0000000;19513.0000000;484682
20171102;00:00;19513.0000000;19729.0000000;19452.0000000;19659.0000000;422265
20171103;00:00;19675.0000000;19804.0000000;19538.0000000;19711.0000000;346043
20171107;00:00;19720.0000000;20863.0000000;19720.0000000;20725.0000000;1223606
20171108;00:00;20730.0000000;21375.0000000;20606.0000000;21215.0000000;795845
20171109;00:00;21194.0000000;22465.0000000;21116.0000000;22421.0000000;973599
20171110;00:00;22420.0000000;23148.0000000;21860.0000000;21984.0000000;1545914
20171113;00:00;21984.0000000;22517.0000000;21757.0000000;21876.0000000;718491
20171114;00:00;21875.0000000;22463.0000000;21775.0000000;22431.0000000;631340
20171115;00:00;22420.0000000;22970.0000000;22339.0000000;22870.0000000;828794
20171116;00:00;22878.0000000;23038.0000000;22066.0000000;22989.0000000;1014056
20171117;00:00;22985.0000000;23000.0000000;22575.0000000;22693.0000000;475130
20171120;00:00;22705.0000000;22757.0000000;22511.0000000;22649.0000000;282738
20171121;00:00;22667.0000000;23468.0000000;22565.0000000;23299.0000000;767785
20171122;00:00;23298.0000000;23569.0000000;23009.0000000;23158.0000000;580142
20171123;00:00;23159.0000000;23250.0000000;22657.0000000;22678.0000000;470284
20171124;00:00;22678.0000000;23011.0000000;22353.0000000;22940.0000000;576898
20171127;00:00;22935.0000000;23044.0000000;22628.0000000;22765.0000000;309829
20171128;00:00;22763.0000000;23248.0000000;22450.0000000;23150.0000000;484538
20171129;00:00;23155.0000000;23290.0000000;22751.0000000;22830.0000000;495949
20171130;00:00;22857.0000000;23016.0000000;22359.0000000;22506.0000000;425940
20171201;00:00;22544.0000000;22696.0000000;22081.0000000;22155.0000000;507122
20171204;00:00;22155.0000000;22700.0000000;22066.0000000;22484.0000000;512259
20171205;00:00;22498.0000000;22555.0000000;22289.0000000;22410.0000000;342457
20171206;00:00;22410.0000000;22600.0000000;22250.0000000;22379.0000000;288059
20171207;00:00;22380.0000000;22562.0000000;21977.0000000;22071.0000000;427584
20171208;00:00;22096.0000000;22389.0000000;22044.0000000;22250.0000000;408793
20171211;00:00;22608.0000000;23250.0000000;22550.0000000;23241.0000000;21422
20171212;00:00;23249.0000000;23444.0000000;23020.0000000;23111.0000000;18783
20171213;00:00;23130.0000000;23260.0000000;22517.0000000;22780.0000000;31051
20171214;00:00;22755.0000000;23441.0000000;22574.0000000;23331.0000000;43003
20171215;00:00;23322.0000000;23414.0000000;23007.0000000;23023.0000000;51371
20171218;00:00;23056.0000000;23325.0000000;22982.0000000;23120.0000000;40990
20171219;00:00;23147.0000000;23249.0000000;22793.0000000;22910.0000000;92135
20171220;00:00;22919.0000000;23105.0000000;22694.0000000;23053.0000000;158335
20171221;00:00;23070.0000000;23169.0000000;22601.0000000;22798.0000000;388346
20171222;00:00;22790.0000000;22873.0000000;22509.0000000;22604.0000000;261343
20171225;00:00;22628.0000000;22818.0000000;22556.0000000;22723.0000000;199493
20171226;00:00;22733.0000000;23299.0000000;22520.0000000;22882.0000000;231882
20171227;00:00;22874.0000000;23213.0000000;22712.0000000;23136.0000000;301666
20171228;00:00;23111.0000000;23140.0000000;22662.0000000;22766.0000000;214325
20171229;00:00;22770.0000000;23009.0000000;22684.0000000;22784.0000000;134350
20180103;00:00;22850.0000000;23634.0000000;22850.0000000;23523.0000000;268402
20180104;00:00;23535.0000000;24299.0000000;23430.0000000;24183.0000000;352171
20180105;00:00;24183.0000000;24341.0000000;24012.0000000;24219.0000000;230106
20180109;00:00;24265.0000000;24717.0000000;24233.0000000;24375.0000000;344647
20180110;00:00;24375.0000000;24448.0000000;24026.0000000;24071.0000000;291132
20180111;00:00;24070.0000000;24404.0000000;23833.0000000;24167.0000000;384121
20180112;00:00;24174.0000000;24215.0000000;23912.0000000;24215.0000000;256601
20180115;00:00;24215.0000000;24428.0000000;24100.0000000;24149.0000000;230353
20180116;00:00;24159.0000000;24316.0000000;23897.0000000;24134.0000000;276605
20180117;00:00;24152.0000000;24332.0000000;23971.0000000;24280.0000000;245546
20180118;00:00;24310.0000000;25000.0000000;24290.0000000;24962.0000000;471016
20180119;00:00;24954.0000000;24954.0000000;24345.0000000;24549.0000000;371231
20180122;00:00;24561.0000000;24800.0000000;24413.0000000;24747.0000000;247070
20180123;00:00;24758.0000000;24913.0000000;24432.0000000;24790.0000000;343187
20180124;00:00;24723.0000000;25170.0000000;24502.0000000;25060.0000000;356824
20180125;00:00;25080.0000000;25432.0000000;25011.0000000;25144.0000000;507191
20180126;00:00;25152.0000000;25388.0000000;24844.0000000;25023.0000000;338106
20180129;00:00;25011.0000000;25306.0000000;24833.0000000;25240.0000000;347906
20180130;00:00;25235.0000000;26133.0000000;25023.0000000;25956.0000000;668447
20180131;00:00;25957.0000000;26842.0000000;25819.0000000;26766.0000000;593254
20180201;00:00;26760.0000000;27264.0000000;26289.0000000;26484.0000000;807457
20180202;00:00;26484.0000000;26700.0000000;25840.0000000;25840.0000000;533086
20180205;00:00;25840.0000000;26064.0000000;25403.0000000;25456.0000000;413610
20180206;00:00;25411.0000000;26475.0000000;25071.0000000;26417.0000000;716312
20180207;00:00;26417.0000000;26636.0000000;25725.0000000;25765.0000000;516725
20180208;00:00;25789.0000000;26168.0000000;25331.0000000;25366.0000000;485181
20180209;00:00;25331.0000000;25490.0000000;24611.0000000;25400.0000000;844744
20180212;00:00;25423.0000000;25899.0000000;25360.0000000;25813.0000000;523070
20180213;00:00;25812.0000000;26131.0000000;25660.0000000;26130.0000000;431922
20180214;00:00;26120.0000000;26718.0000000;25834.0000000;26700.0000000;699352
20180215;00:00;26718.0000000;27035.0000000;26480.0000000;26680.0000000;622758
20180216;00:00;26691.0000000;26949.0000000;26456.0000000;26749.0000000;455761
20180219;00:00;26773.0000000;27148.0000000;26670.0000000;26810.0000000;264776
20180220;00:00;26812.0000000;26932.0000000;26612.0000000;26810.0000000;310302
20180221;00:00;26785.0000000;28196.0000000;26730.0000000;27999.0000000;726994
20180222;00:00;27954.0000000;28074.0000000;27672.0000000;27925.0000000;412846
20180226;00:00;27928.0000000;28625.0000000;27928.0000000;28249.0000000;525399
20180227;00:00;28230.0000000;28230.0000000;27604.0000000;27624.0000000;430244
20180228;00:00;27643.0000000;27839.0000000;27211.0000000;27258.0000000;477574
20180301;00:00;27253.0000000;27800.0000000;27200.0000000;27580.0000000;428937
20180302;00:00;27531.0000000;27640.0000000;26950.0000000;27520.0000000;506139
20180305;00:00;27489.0000000;27967.0000000;27421.0000000;27897.0000000;339126
20180306;00:00;27909.0000000;28217.0000000;27359.0000000;27405.0000000;377514
20180307;00:00;27400.0000000;27732.0000000;27070.0000000;27415.0000000;434440
20180309;00:00;27429.0000000;27604.0000000;27114.0000000;27564.0000000;233771
20180312;00:00;27229.0000000;27420.0000000;27031.0000000;27150.0000000;16399
20180313;00:00;27140.0000000;27590.0000000;26902.0000000;26954.0000000;117551
20180314;00:00;26954.0000000;27050.0000000;25838.0000000;26100.0000000;239793
20180315;00:00;26106.0000000;26263.0000000;25224.0000000;25465.0000000;654946
20180316;00:00;25464.0000000;26009.0000000;25211.0000000;25956.0000000;685828
20180319;00:00;25985.0000000;26137.0000000;25355.0000000;25630.0000000;475188
20180320;00:00;25635.0000000;26054.0000000;25200.0000000;26054.0000000;573510
20180321;00:00;26055.0000000;27190.0000000;25926.0000000;27187.0000000;690734
20180322;00:00;27190.0000000;27290.0000000;26365.0000000;26365.0000000;617405
20180323;00:00;26363.0000000;26586.0000000;26050.0000000;26174.0000000;486457
20180326;00:00;26188.0000000;26794.0000000;25400.0000000;25700.0000000;700856
20180327;00:00;25700.0000000;26097.0000000;25436.0000000;25741.0000000;528053
20180328;00:00;25741.0000000;25865.0000000;25273.0000000;25507.0000000;451780
20180329;00:00;25509.0000000;25840.0000000;25475.0000000;25678.0000000;334850
20180330;00:00;25698.0000000;25740.0000000;25506.0000000;25677.0000000;160445
20180402;00:00;25674.0000000;26096.0000000;24908.0000000;25013.0000000;522955
20180403;00:00;25044.0000000;25475.0000000;24650.0000000;25460.0000000;579238
20180404;00:00;25440.0000000;25850.0000000;24933.0000000;25842.0000000;569344
20180405;00:00;25842.0000000;26368.0000000;25630.0000000;26240.0000000;505437
20180406;00:00;26227.0000000;26286.0000000;25475.0000000;25504.0000000;494819
20180409;00:00;25520.0000000;25575.0000000;21154.0000000;21650.0000000;1444820
20180410;00:00;21650.0000000;22600.0000000;20020.0000000;21355.0000000;1286271
20180411;00:00;21352.0000000;22492.0000000;20600.0000000;21315.0000000;872247
20180412;00:00;21320.0000000;21995.0000000;21088.0000000;21461.0000000;557959
20180413;00:00;21441.0000000;21817.0000000;20436.0000000;20730.0000000;594955
20180416;00:00;20670.0000000;20988.0000000;19370.0000000;20458.0000000;1105275
20180417;00:00;20459.0000000;21440.0000000;20151.0000000;21223.0000000;885752
20180418;00:00;21237.0000000;22272.0000000;21106.0000000;21924.0000000;829150
20180419;00:00;21937.0000000;22495.0000000;21360.0000000;21780.0000000;911721
20180420;00:00;21771.0000000;21975.0000000;21481.0000000;21895.0000000;510613
20180423;00:00;21861.0000000;22833.0000000;21578.0000000;22700.0000000;822989
20180424;00:00;22750.0000000;23122.0000000;22210.0000000;22214.0000000;692108
20180425;00:00;22240.0000000;22626.0000000;22071.0000000;22420.0000000;639095
20180426;00:00;22452.0000000;22513.0000000;21837.0000000;22401.0000000;541334
20180427;00:00;22435.0000000;22810.0000000;22010.0000000;22665.0000000;502059
20180428;00:00;22684.0000000;22750.0000000;22505.0000000;22693.0000000;90396
20180430;00:00;22716.0000000;23097.0000000;22391.0000000;22733.0000000;330181
20180502;00:00;22741.0000000;23346.0000000;22630.0000000;23088.0000000;336128
20180503;00:00;23079.0000000;23500.0000000;22996.0000000;23188.0000000;604336
20180504;00:00;23180.0000000;23322.0000000;22792.0000000;23275.0000000;418458
20180507;00:00;23271.0000000;23450.0000000;22530.0000000;22807.0000000;386980
20180508;00:00;22831.0000000;23066.0000000;22650.0000000;22920.0000000;414212
20180510;00:00;22925.0000000;23740.0000000;22925.0000000;23595.0000000;471778
20180511;00:00;23599.0000000;23998.0000000;23568.0000000;23811.0000000;411689
20180514;00:00;23830.0000000;23981.0000000;23580.0000000;23829.0000000;347617
20180515;00:00;23842.0000000;23928.0000000;23065.0000000;23155.0000000;404004
20180516;00:00;23156.0000000;23387.0000000;22836.0000000;23210.0000000;516729
20180517;00:00;23213.0000000;23290.0000000;22584.0000000;22631.0000000;390521
20180518;00:00;22645.0000000;23000.0000000;22365.0000000;22456.0000000;472819
20180521;00:00;22496.0000000;22900.0000000;22496.0000000;22851.0000000;300370
20180522;00:00;22885.0000000;22898.0000000;22450.0000000;22617.0000000;317622
20180523;00:00;22614.0000000;22614.0000000;22231.0000000;22391.0000000;323032
20180524;00:00;22386.0000000;22520.0000000;22236.0000000;22380.0000000;286661
20180525;00:00;22388.0000000;22487.0000000;22014.0000000;22193.0000000;333522
20180528;00:00;22178.0000000;22386.0000000;22040.0000000;22293.0000000;215432
20180529;00:00;22263.0000000;22323.0000000;21820.0000000;22036.0000000;339107
20180530;00:00;22067.0000000;22427.0000000;21905.0000000;22370.0000000;364155
20180531;00:00;22363.0000000;22540.0000000;22083.0000000;22182.0000000;437935
20180601;00:00;22197.0000000;22368.0000000;22005.0000000;22139.0000000;274409
20180604;00:00;22140.0000000;22364.0000000;21945.0000000;22076.0000000;309650
20180605;00:00;22068.0000000;22176.0000000;21525.0000000;21611.0000000;470186
20180606;00:00;21644.0000000;21995.0000000;21545.0000000;21975.0000000;375414
20180607;00:00;21976.0000000;22030.0000000;21601.0000000;21695.0000000;286194
20180608;00:00;21671.0000000;21770.0000000;21083.0000000;21260.0000000;474481
20180609;00:00;21277.0000000;21384.0000000;21219.0000000;21320.0000000;64415
20180611;00:00;20651.0000000;20717.0000000;20211.0000000;20513.0000000;6566
20180613;00:00;20514.0000000;21270.0000000;20330.0000000;20860.0000000;36076
20180614;00:00;20850.0000000;21100.0000000;20681.0000000;20783.0000000;37921
20180615;00:00;20773.0000000;20855.0000000;20140.0000000;20263.0000000;48176
20180618;00:00;20244.0000000;20472.0000000;19856.0000000;20142.0000000;51994
20180619;00:00;20121.0000000;20152.0000000;19542.0000000;20074.0000000;84445
20180620;00:00;20057.0000000;20638.0000000;20057.0000000;20497.0000000;219857
20180621;00:00;20500.0000000;20740.0000000;20175.0000000;20403.0000000;399303
20180622;00:00;20405.0000000;20946.0000000;20270.0000000;20735.0000000;488963
20180625;00:00;20734.0000000;21039.0000000;20449.0000000;20662.0000000;420791
20180626;00:00;20672.0000000;20840.0000000;20303.0000000;20525.0000000;357125
20180627;00:00;20524.0000000;21290.0000000;20195.0000000;21035.0000000;655892
20180628;00:00;21036.0000000;21417.0000000;21036.0000000;21349.0000000;404691
20180629;00:00;21363.0000000;22237.0000000;21363.0000000;22160.0000000;423798
20180702;00:00;22160.0000000;22629.0000000;21930.0000000;22425.0000000;450916
20180703;00:00;22427.0000000;22592.0000000;22050.0000000;22230.0000000;375890
20180704;00:00;22215.0000000;22300.0000000;22004.0000000;22130.0000000;193694
20180705;00:00;22121.0000000;22785.0000000;22022.0000000;22696.0000000;434265
20180706;00:00;22697.0000000;23097.0000000;22492.0000000;23050.0000000;509142
20180709;00:00;23057.0000000;23463.0000000;23057.0000000;23398.0000000;354982
20180710;00:00;23399.0000000;23570.0000000;23114.0000000;23276.0000000;428969
20180711;00:00;23270.0000000;23291.0000000;22712.0000000;22843.0000000;474886
20180712;00:00;22845.0000000;23173.0000000;22821.0000000;23087.0000000;322577
20180713;00:00;23080.0000000;23409.0000000;22880.0000000;23154.0000000;404191
20180716;00:00;23162.0000000;23419.0000000;22900.0000000;22978.0000000;300793
20180717;00:00;22970.0000000;23028.0000000;22350.0000000;22635.0000000;393293
20180718;00:00;22633.0000000;22702.0000000;21863.0000000;21976.0000000;465861
20180719;00:00;21972.0000000;22003.0000000;20940.0000000;21098.0000000;656265
20180720;00:00;21099.0000000;21400.0000000;20386.0000000;20721.0000000;919676
20180723;00:00;20732.0000000;21325.0000000;20732.0000000;21133.0000000;462674
20180724;00:00;21134.0000000;21837.0000000;21111.0000000;21287.0000000;481405
20180725;00:00;21294.0000000;21848.0000000;21087.0000000;21820.0000000;593438
20180726;00:00;21814.0000000;21905.0000000;21108.0000000;21166.0000000;523215
20180727;00:00;21197.0000000;21358.0000000;20790.0000000;21008.0000000;515138
20180730;00:00;20991.0000000;21494.0000000;20904.0000000;21300.0000000;435207
20180731;00:00;21342.0000000;21786.0000000;21252.0000000;21613.0000000;447056
20180801;00:00;21609.0000000;21750.0000000;21186.0000000;21285.0000000;434716
20180802;00:00;21265.0000000;21384.0000000;20722.0000000;20863.0000000;451150
20180803;00:00;20856.0000000;20862.0000000;20223.0000000;20360.0000000;563081
20180806;00:00;20374.0000000;20741.0000000;20167.0000000;20652.0000000;520708
20180807;00:00;20659.0000000;21000.0000000;20207.0000000;20340.0000000;591236
20180808;00:00;20331.0000000;20436.0000000;19186.0000000;19224.0000000;1073986
20180809;00:00;19224.0000000;19776.0000000;18391.0000000;19693.0000000;1244690
20180810;00:00;19664.0000000;19865.0000000;18463.0000000;18600.0000000;1071492
20180813;00:00;18600.0000000;19508.0000000;18111.0000000;19379.0000000;908492
20180814;00:00;19394.0000000;19765.0000000;18971.0000000;19540.0000000;785753
20180815;00:00;19530.0000000;19558.0000000;18795.0000000;18960.0000000;708715
20180816;00:00;18968.0000000;19394.0000000;18962.0000000;19241.0000000;574538
20180817;00:00;19256.0000000;19477.0000000;18983.0000000;19392.0000000;476410
20180820;00:00;19392.0000000;19547.0000000;19128.0000000;19242.0000000;436140
20180821;00:00;19246.0000000;19404.0000000;19073.0000000;19359.0000000;406913
20180822;00:00;19375.0000000;19495.0000000;18786.0000000;19077.0000000;519583
20180823;00:00;19050.0000000;19050.0000000;17800.0000000;17831.0000000;1048930
20180824;00:00;17839.0000000;18198.0000000;17381.0000000;18189.0000000;1114294
20180827;00:00;18190.0000000;18486.0000000;18161.0000000;18390.0000000;579040
20180828;00:00;18414.0000000;18573.0000000;18072.0000000;18290.0000000;538191
20180829;00:00;18295.0000000;18689.0000000;18222.0000000;18674.0000000;493516
20180830;00:00;18653.0000000;18694.0000000;17290.0000000;17870.0000000;711967
20180831;00:00;17870.0000000;18295.0000000;17632.0000000;18181.0000000;696909
20180903;00:00;18205.0000000;18365.0000000;18084.0000000;18150.0000000;392854
20180904;00:00;18178.0000000;18324.0000000;17832.0000000;17992.0000000;578442
20180905;00:00;17963.0000000;18194.0000000;17882.0000000;17912.0000000;420390
20180906;00:00;17912.0000000;18073.0000000;17395.0000000;17485.0000000;605844
20180907;00:00;17485.0000000;17789.0000000;17436.0000000;17580.0000000;596469
20180910;00:00;17914.0000000;17993.0000000;17202.0000000;17460.0000000;12785
20180911;00:00;17460.0000000;17641.0000000;16942.0000000;17390.0000000;29883
20180912;00:00;17399.0000000;17900.0000000;17313.0000000;17760.0000000;37392
20180913;00:00;17774.0000000;19251.0000000;17760.0000000;18720.0000000;101969
20180914;00:00;18750.0000000;19378.0000000;18620.0000000;19273.0000000;91612
20180917;00:00;19282.0000000;19550.0000000;19035.0000000;19160.0000000;91748
20180918;00:00;19180.0000000;19654.0000000;19014.0000000;19570.0000000;132707
20180919;00:00;19590.0000000;19827.0000000;19516.0000000;19802.0000000;236316
20180920;00:00;19830.0000000;20164.0000000;19405.0000000;19430.0000000;841513
20180921;00:00;19443.0000000;19849.0000000;19244.0000000;19769.0000000;768016
20180924;00:00;19779.0000000;20384.0000000;19779.0000000;20378.0000000;654711
20180925;00:00;20362.0000000;20490.0000000;19835.0000000;19881.0000000;793846
20180926;00:00;19885.0000000;20113.0000000;19716.0000000;19827.0000000;631909
20180927;00:00;19835.0000000;20900.0000000;19808.0000000;20895.0000000;838491
20180928;00:00;20897.0000000;20946.0000000;20349.0000000;20636.0000000;877964
20181001;00:00;20641.0000000;20994.0000000;20520.0000000;20977.0000000;537758
20181002;00:00;20972.0000000;20972.0000000;20176.0000000;20259.0000000;639293
20181003;00:00;20270.0000000;20608.0000000;20030.0000000;20260.0000000;657665
20181004;00:00;20240.0000000;20240.0000000;19100.0000000;19117.0000000;722971
20181005;00:00;19117.0000000;19478.0000000;18806.0000000;19172.0000000;920530
20181008;00:00;19169.0000000;19751.0000000;18566.0000000;19705.0000000;972027
20181009;00:00;19724.0000000;19932.0000000;19164.0000000;19466.0000000;957814
20181010;00:00;19488.0000000;19825.0000000;18820.0000000;18847.0000000;897281
20181011;00:00;18824.0000000;19121.0000000;18505.0000000;18901.0000000;1255634
20181012;00:00;18922.0000000;19706.0000000;18922.0000000;19674.0000000;759005
20181015;00:00;19674.0000000;19674.0000000;19157.0000000;19170.0000000;673382
20181016;00:00;19170.0000000;20097.0000000;19169.0000000;20070.0000000;686695
20181017;00:00;20083.0000000;20200.0000000;19535.0000000;19725.0000000;834675
20181018;00:00;19697.0000000;19697.0000000;19191.0000000;19295.0000000;584677
20181019;00:00;19300.0000000;19423.0000000;18534.0000000;18653.0000000;922884
20181022;00:00;18662.0000000;19032.0000000;18208.0000000;18345.0000000;1033002
20181023;00:00;18340.0000000;18650.0000000;17930.0000000;18614.0000000;915436
20181024;00:00;18608.0000000;19240.0000000;18275.0000000;18773.0000000;1116314
20181025;00:00;18762.0000000;19101.0000000;18530.0000000;18891.0000000;927632
20181026;00:00;18870.0000000;18870.0000000;18039.0000000;18303.0000000;958521
20181029;00:00;18300.0000000;18848.0000000;18070.0000000;18520.0000000;792385
20181030;00:00;18525.0000000;18893.0000000;18374.0000000;18745.0000000;755808
20181031;00:00;18745.0000000;19324.0000000;18680.0000000;19148.0000000;807625
20181101;00:00;19148.0000000;19320.0000000;18851.0000000;19095.0000000;858143
20181102;00:00;19103.0000000;19545.0000000;19047.0000000;19541.0000000;669235
20181106;00:00;19543.0000000;20127.0000000;19543.0000000;19939.0000000;590141
20181107;00:00;19920.0000000;20481.0000000;19722.0000000;20351.0000000;904402
20181108;00:00;20350.0000000;20630.0000000;20085.0000000;20085.0000000;916325
20181109;00:00;20125.0000000;20363.0000000;19587.0000000;19942.0000000;807322
20181112;00:00;19975.0000000;20355.0000000;19650.0000000;19660.0000000;776682
20181113;00:00;19702.0000000;20144.0000000;19533.0000000;19720.0000000;833431
20181114;00:00;19718.0000000;20278.0000000;19472.0000000;20245.0000000;874193
20181115;00:00;20230.0000000;20405.0000000;20091.0000000;20266.0000000;612585
20181116;00:00;20279.0000000;20507.0000000;19771.0000000;19969.0000000;650956
20181119;00:00;19976.0000000;20215.0000000;19878.0000000;19986.0000000;543074
20181120;00:00;19975.0000000;19975.0000000;19301.0000000;19386.0000000;731689
20181121;00:00;19399.0000000;20106.0000000;19399.0000000;19906.0000000;630937
20181122;00:00;19922.0000000;20129.0000000;19703.0000000;20045.0000000;489392
20181123;00:00;20024.0000000;20380.0000000;19589.0000000;19940.0000000;549389
20181126;00:00;19928.0000000;19928.0000000;18668.0000000;19048.0000000;898070
20181127;00:00;19050.0000000;19391.0000000;18815.0000000;19181.0000000;812907
20181128;00:00;19190.0000000;19498.0000000;19038.0000000;19333.0000000;643872
20181129;00:00;19333.0000000;19730.0000000;19051.0000000;19480.0000000;727547
20181130;00:00;19481.0000000;19682.0000000;19198.0000000;19631.0000000;560088
20181203;00:00;19655.0000000;20280.0000000;19655.0000000;20129.0000000;618488
20181204;00:00;20123.0000000;20170.0000000;19637.0000000;19651.0000000;528180
20181205;00:00;19635.0000000;19754.0000000;19475.0000000;19647.0000000;450262
20181206;00:00;19640.0000000;19640.0000000;19010.0000000;19511.0000000;689883
20181207;00:00;19502.0000000;19698.0000000;19250.0000000;19260.0000000;634862
20181210;00:00;19698.0000000;19920.0000000;19433.0000000;19701.0000000;6607
20181211;00:00;19671.0000000;19822.0000000;19442.0000000;19671.0000000;13544
20181212;00:00;19760.0000000;19827.0000000;19305.0000000;19380.0000000;13388
20181213;00:00;19390.0000000;19563.0000000;19221.0000000;19410.0000000;27202
20181214;00:00;19360.0000000;19374.0000000;18665.0000000;18700.0000000;56055
20181217;00:00;18677.0000000;20268.0000000;17000.0000000;18505.0000000;76466
20181218;00:00;18477.0000000;19035.0000000;18415.0000000;18844.0000000;141739
20181219;00:00;18818.0000000;19415.0000000;18800.0000000;18980.0000000;267463
20181220;00:00;18948.0000000;19579.0000000;18915.0000000;19200.0000000;543862
20181221;00:00;19210.0000000;19392.0000000;18892.0000000;18925.0000000;476877
20181224;00:00;18954.0000000;19096.0000000;18537.0000000;18600.0000000;358883
20181225;00:00;18580.0000000;18850.0000000;18260.0000000;18840.0000000;362597
20181226;00:00;18810.0000000;19088.0000000;18603.0000000;19058.0000000;434168
20181227;00:00;19088.0000000;19149.0000000;18663.0000000;18892.0000000;411310
20181228;00:00;18893.0000000;19266.0000000;18827.0000000;19105.0000000;306320
20181229;00:00;19085.0000000;19085.0000000;18851.0000000;18920.0000000;87648
20190103;00:00;18925.0000000;19478.0000000;18912.0000000;19043.0000000;366164
20190104;00:00;19069.0000000;19508.0000000;19069.0000000;19488.0000000;260220
20190108;00:00;19497.0000000;19649.0000000;19340.0000000;19500.0000000;268244
20190109;00:00;19517.0000000;20100.0000000;19513.0000000;19970.0000000;452151
20190110;00:00;19970.0000000;20090.0000000;19805.0000000;20074.0000000;411864
20190111;00:00;20061.0000000;20200.0000000;19755.0000000;19831.0000000;485009
20190114;00:00;19832.0000000;20080.0000000;19672.0000000;19965.0000000;382585
20190115;00:00;19987.0000000;20165.0000000;19871.0000000;20110.0000000;558222
20190116;00:00;20111.0000000;20608.0000000;20080.0000000;20558.0000000;465794
20190117;00:00;20551.0000000;20744.0000000;20379.0000000;20654.0000000;459850
20190118;00:00;20675.0000000;21245.0000000;20651.0000000;21161.0000000;467902
20190121;00:00;21169.0000000;21298.0000000;20911.0000000;20945.0000000;420092
20190122;00:00;20942.0000000;21149.0000000;20824.0000000;20966.0000000;497335
20190123;00:00;20967.0000000;21478.0000000;20967.0000000;21210.0000000;593207
20190124;00:00;21225.0000000;21605.0000000;21101.0000000;21502.0000000;569819
20190125;00:00;21510.0000000;21666.0000000;21256.0000000;21302.0000000;520285
20190128;00:00;21316.0000000;21575.0000000;20988.0000000;21243.0000000;489218
