<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20120713;00:00;9050.0000000;9222.0000000;9020.0000000;9209.0000000;517799
20120716;00:00;9203.0000000;9204.0000000;9116.0000000;9175.0000000;363758
20120717;00:00;9187.0000000;9324.0000000;9175.0000000;9258.0000000;505215
20120718;00:00;9244.0000000;9299.0000000;9182.0000000;9267.0000000;402849
20120719;00:00;9268.0000000;9380.0000000;9251.0000000;9278.0000000;510181
20120720;00:00;9272.0000000;9272.0000000;9045.0000000;9063.0000000;418334
20120723;00:00;9060.0000000;9060.0000000;8630.0000000;8738.0000000;748640
20120724;00:00;8739.0000000;8757.0000000;8414.0000000;8465.0000000;796684
20120725;00:00;8461.0000000;8803.0000000;8387.0000000;8737.0000000;848618
20120726;00:00;8744.0000000;8960.0000000;8668.0000000;8932.0000000;724930
20120727;00:00;8944.0000000;9243.0000000;8887.0000000;9238.0000000;645326
20120730;00:00;9227.0000000;9235.0000000;9134.0000000;9168.0000000;383307
20120731;00:00;9172.0000000;9238.0000000;8981.0000000;8999.0000000;455234
20120801;00:00;8995.0000000;9149.0000000;8886.0000000;8970.0000000;465267
20120802;00:00;8971.0000000;9167.0000000;8800.0000000;8906.0000000;769939
20120803;00:00;8915.0000000;9244.0000000;8896.0000000;9242.0000000;533763
20120806;00:00;9242.0000000;9464.0000000;9201.0000000;9355.0000000;619421
20120807;00:00;9351.0000000;9500.0000000;9315.0000000;9428.0000000;534970
20120808;00:00;9422.0000000;9523.0000000;9334.0000000;9459.0000000;425330
20120809;00:00;9470.0000000;9567.0000000;9360.0000000;9443.0000000;547145
20120810;00:00;9440.0000000;9450.0000000;9249.0000000;9397.0000000;485814
20120813;00:00;9393.0000000;9500.0000000;9320.0000000;9368.0000000;456953
20120814;00:00;9381.0000000;9468.0000000;9366.0000000;9375.0000000;405777
20120815;00:00;9374.0000000;9418.0000000;9224.0000000;9383.0000000;485086
20120816;00:00;9385.0000000;9447.0000000;9281.0000000;9402.0000000;490528
20120817;00:00;9398.0000000;9398.0000000;9250.0000000;9306.0000000;349755
20120820;00:00;9310.0000000;9310.0000000;9150.0000000;9245.0000000;475474
20120821;00:00;9243.0000000;9407.0000000;9241.0000000;9300.0000000;477523
20120822;00:00;9295.0000000;9385.0000000;9265.0000000;9366.0000000;419557
20120823;00:00;9367.0000000;9548.0000000;9250.0000000;9253.0000000;613982
20120824;00:00;9258.0000000;9389.0000000;9250.0000000;9355.0000000;482140
20120827;00:00;9362.0000000;9393.0000000;9280.0000000;9320.0000000;324267
20120828;00:00;9314.0000000;9506.0000000;9270.0000000;9462.0000000;558716
20120829;00:00;9466.0000000;9569.0000000;9426.0000000;9508.0000000;524136
20120830;00:00;9502.0000000;9502.0000000;9358.0000000;9410.0000000;401601
20120831;00:00;9406.0000000;9443.0000000;9275.0000000;9327.0000000;502669
20120903;00:00;9324.0000000;9470.0000000;9314.0000000;9426.0000000;326425
20120904;00:00;9436.0000000;9483.0000000;9302.0000000;9347.0000000;380232
20120905;00:00;9340.0000000;9340.0000000;9234.0000000;9319.0000000;430369
20120906;00:00;9321.0000000;9440.0000000;9261.0000000;9423.0000000;557101
20120907;00:00;9429.0000000;9592.0000000;9377.0000000;9409.0000000;657982
20120910;00:00;9500.0000000;9560.0000000;9436.0000000;9462.0000000;22233
20120911;00:00;9460.0000000;9539.0000000;9330.0000000;9480.0000000;38872
20120912;00:00;9500.0000000;9544.0000000;9415.0000000;9455.0000000;80954
20120913;00:00;9470.0000000;9600.0000000;9330.0000000;9590.0000000;157297
20120914;00:00;9590.0000000;9903.0000000;9585.0000000;9714.0000000;546889
20120917;00:00;9711.0000000;9723.0000000;9506.0000000;9582.0000000;604509
20120918;00:00;9587.0000000;9766.0000000;9505.0000000;9571.0000000;767965
20120919;00:00;9580.0000000;9627.0000000;9403.0000000;9505.0000000;1064374
20120920;00:00;9505.0000000;9512.0000000;9371.0000000;9481.0000000;713509
20120921;00:00;9494.0000000;9570.0000000;9462.0000000;9503.0000000;392324
20120924;00:00;9493.0000000;9554.0000000;9434.0000000;9545.0000000;351281
20120925;00:00;9552.0000000;9563.0000000;9375.0000000;9380.0000000;403896
20120926;00:00;9384.0000000;9418.0000000;9158.0000000;9211.0000000;569691
20120927;00:00;9220.0000000;9271.0000000;9045.0000000;9209.0000000;628892
20120928;00:00;9201.0000000;9248.0000000;9123.0000000;9205.0000000;559101
20121001;00:00;9205.0000000;9354.0000000;9148.0000000;9256.0000000;433298
20121002;00:00;9264.0000000;9320.0000000;9198.0000000;9242.0000000;418039
20121003;00:00;9240.0000000;9350.0000000;9186.0000000;9281.0000000;496183
20121004;00:00;9285.0000000;9338.0000000;9169.0000000;9311.0000000;516449
20121005;00:00;9308.0000000;9444.0000000;9251.0000000;9333.0000000;626682
20121008;00:00;9323.0000000;9377.0000000;9304.0000000;9359.0000000;301153
20121009;00:00;9365.0000000;9386.0000000;9280.0000000;9300.0000000;360826
20121010;00:00;9295.0000000;9331.0000000;9258.0000000;9289.0000000;383986
20121011;00:00;9275.0000000;9389.0000000;9270.0000000;9325.0000000;377510
20121012;00:00;9330.0000000;9349.0000000;9200.0000000;9250.0000000;471959
20121015;00:00;9247.0000000;9326.0000000;9202.0000000;9290.0000000;436000
20121016;00:00;9293.0000000;9353.0000000;9202.0000000;9335.0000000;483723
20121017;00:00;9334.0000000;9423.0000000;9301.0000000;9383.0000000;450910
20121018;00:00;9390.0000000;9491.0000000;9311.0000000;9420.0000000;520065
20121019;00:00;9423.0000000;9442.0000000;9328.0000000;9341.0000000;333648
20121022;00:00;9333.0000000;9520.0000000;9333.0000000;9467.0000000;483589
20121023;00:00;9475.0000000;9485.0000000;9377.0000000;9453.0000000;512121
20121024;00:00;9458.0000000;9500.0000000;9355.0000000;9370.0000000;499255
20121025;00:00;9378.0000000;9454.0000000;9315.0000000;9364.0000000;423820
20121026;00:00;9352.0000000;9352.0000000;9206.0000000;9288.0000000;487248
20121029;00:00;9285.0000000;9293.0000000;9177.0000000;9260.0000000;401371
20121030;00:00;9255.0000000;9300.0000000;9155.0000000;9180.0000000;400625
20121031;00:00;9183.0000000;9297.0000000;9180.0000000;9251.0000000;419052
20121101;00:00;9247.0000000;9295.0000000;9092.0000000;9290.0000000;561787
20121102;00:00;9288.0000000;9340.0000000;9195.0000000;9199.0000000;418671
20121106;00:00;9211.0000000;9267.0000000;9180.0000000;9248.0000000;317308
20121107;00:00;9242.0000000;9252.0000000;8988.0000000;9019.0000000;490934
20121108;00:00;9015.0000000;9056.0000000;8510.0000000;8586.0000000;923147
20121109;00:00;8589.0000000;8694.0000000;8535.0000000;8669.0000000;657914
20121112;00:00;8666.0000000;8754.0000000;8570.0000000;8720.0000000;464609
20121113;00:00;8717.0000000;8717.0000000;8441.0000000;8510.0000000;708391
20121114;00:00;8513.0000000;8591.0000000;8421.0000000;8459.0000000;647102
20121115;00:00;8459.0000000;8680.0000000;8436.0000000;8629.0000000;507437
20121116;00:00;8622.0000000;8710.0000000;8562.0000000;8663.0000000;419874
20121119;00:00;8667.0000000;8800.0000000;8652.0000000;8757.0000000;443853
20121120;00:00;8763.0000000;8785.0000000;8707.0000000;8725.0000000;322010
20121121;00:00;8719.0000000;8841.0000000;8663.0000000;8783.0000000;438472
20121122;00:00;8781.0000000;8924.0000000;8762.0000000;8903.0000000;406458
20121123;00:00;8897.0000000;9079.0000000;8850.0000000;9035.0000000;461338
20121126;00:00;9033.0000000;9043.0000000;8916.0000000;8985.0000000;437433
20121127;00:00;8988.0000000;9015.0000000;8905.0000000;8929.0000000;364144
20121128;00:00;8929.0000000;8929.0000000;8770.0000000;8857.0000000;486329
20121129;00:00;8860.0000000;8920.0000000;8750.0000000;8823.0000000;432902
20121130;00:00;8823.0000000;9175.0000000;8763.0000000;9132.0000000;1013263
20121203;00:00;9133.0000000;9296.0000000;9099.0000000;9233.0000000;584806
20121204;00:00;9229.0000000;9278.0000000;9173.0000000;9224.0000000;402708
20121205;00:00;9231.0000000;9459.0000000;9231.0000000;9434.0000000;580978
20121206;00:00;9431.0000000;9431.0000000;9325.0000000;9358.0000000;390460
20121207;00:00;9364.0000000;9397.0000000;9218.0000000;9339.0000000;365864
20121210;00:00;9450.0000000;9545.0000000;9401.0000000;9498.0000000;14679
20121211;00:00;9490.0000000;9546.0000000;9430.0000000;9502.0000000;21197
20121212;00:00;9508.0000000;9564.0000000;9475.0000000;9546.0000000;34050
20121213;00:00;9543.0000000;9549.0000000;9391.0000000;9409.0000000;108117
20121214;00:00;9409.0000000;9496.0000000;9409.0000000;9454.0000000;212537
20121217;00:00;9460.0000000;9510.0000000;9421.0000000;9495.0000000;254632
20121218;00:00;9498.0000000;9675.0000000;9498.0000000;9655.0000000;376735
20121219;00:00;9655.0000000;9715.0000000;9538.0000000;9571.0000000;349375
20121220;00:00;9570.0000000;9608.0000000;9485.0000000;9604.0000000;340576
20121221;00:00;9596.0000000;9596.0000000;9385.0000000;9416.0000000;447090
20121224;00:00;9415.0000000;9437.0000000;9366.0000000;9392.0000000;234377
20121225;00:00;9395.0000000;9438.0000000;9329.0000000;9367.0000000;139776
20121226;00:00;9367.0000000;9379.0000000;9327.0000000;9347.0000000;150337
20121227;00:00;9351.0000000;9426.0000000;9346.0000000;9385.0000000;220758
20121228;00:00;9385.0000000;9470.0000000;9365.0000000;9454.0000000;203770
20130108;00:00;9462.0000000;9975.0000000;9462.0000000;9935.0000000;312514
20130109;00:00;9938.0000000;9972.0000000;9885.0000000;9933.0000000;227570
20130110;00:00;9935.0000000;9998.0000000;9899.0000000;9985.0000000;253256
20130111;00:00;9985.0000000;10079.0000000;9948.0000000;10067.0000000;288327
20130114;00:00;10074.0000000;10222.0000000;10057.0000000;10196.0000000;317612
20130115;00:00;10192.0000000;10200.0000000;10075.0000000;10100.0000000;304381
20130116;00:00;10098.0000000;10109.0000000;10014.0000000;10097.0000000;358625
20130117;00:00;10097.0000000;10262.0000000;10052.0000000;10254.0000000;489183
20130118;00:00;10254.0000000;10457.0000000;10236.0000000;10438.0000000;507908
20130121;00:00;10445.0000000;10479.0000000;10362.0000000;10442.0000000;341461
20130122;00:00;10452.0000000;10468.0000000;10292.0000000;10382.0000000;470475
20130123;00:00;10375.0000000;10439.0000000;10301.0000000;10386.0000000;359878
20130124;00:00;10383.0000000;10387.0000000;10267.0000000;10307.0000000;483486
20130125;00:00;10310.0000000;10470.0000000;10270.0000000;10459.0000000;475306
20130128;00:00;10461.0000000;10810.0000000;10461.0000000;10787.0000000;773098
20130129;00:00;10787.0000000;10898.0000000;10682.0000000;10775.0000000;819145
20130130;00:00;10776.0000000;10914.0000000;10761.0000000;10842.0000000;745656
20130131;00:00;10832.0000000;11038.0000000;10730.0000000;11025.0000000;1162531
20130201;00:00;11025.0000000;11070.0000000;10805.0000000;10917.0000000;1017822
20130204;00:00;10919.0000000;10937.0000000;10702.0000000;10712.0000000;679736
20130205;00:00;10710.0000000;10828.0000000;10693.0000000;10821.0000000;526728
20130206;00:00;10824.0000000;11017.0000000;10640.0000000;10670.0000000;980655
20130207;00:00;10670.0000000;10735.0000000;10463.0000000;10520.0000000;993222
20130208;00:00;10520.0000000;10770.0000000;10507.0000000;10735.0000000;846981
20130211;00:00;10739.0000000;10854.0000000;10666.0000000;10696.0000000;711545
20130212;00:00;10688.0000000;10930.0000000;10655.0000000;10916.0000000;757190
20130213;00:00;10920.0000000;10939.0000000;10790.0000000;10849.0000000;675946
20130214;00:00;10858.0000000;11174.0000000;10740.0000000;10811.0000000;1176246
20130215;00:00;10810.0000000;10812.0000000;10492.0000000;10495.0000000;802079
20130218;00:00;10510.0000000;10651.0000000;10464.0000000;10643.0000000;586820
20130219;00:00;10640.0000000;10909.0000000;10607.0000000;10900.0000000;732486
20130220;00:00;10897.0000000;10920.0000000;10717.0000000;10753.0000000;860851
20130221;00:00;10747.0000000;10747.0000000;10566.0000000;10667.0000000;809375
20130222;00:00;10668.0000000;10780.0000000;10614.0000000;10647.0000000;538699
20130225;00:00;10653.0000000;10712.0000000;10570.0000000;10602.0000000;568626
20130226;00:00;10594.0000000;10594.0000000;10360.0000000;10491.0000000;825700
20130227;00:00;10491.0000000;10491.0000000;10291.0000000;10433.0000000;713681
20130228;00:00;10438.0000000;10536.0000000;10364.0000000;10476.0000000;598410
20130301;00:00;10468.0000000;10468.0000000;10277.0000000;10377.0000000;788597
20130304;00:00;10371.0000000;10371.0000000;10231.0000000;10334.0000000;650373
20130305;00:00;10340.0000000;10478.0000000;10340.0000000;10465.0000000;603825
20130306;00:00;10466.0000000;10629.0000000;10450.0000000;10611.0000000;604012
20130307;00:00;10608.0000000;10613.0000000;10504.0000000;10553.0000000;413518
20130311;00:00;10430.0000000;10610.0000000;10430.0000000;10565.0000000;77938
20130312;00:00;10564.0000000;10565.0000000;10394.0000000;10425.0000000;133734
20130313;00:00;10435.0000000;10474.0000000;10275.0000000;10304.0000000;252299
20130314;00:00;10302.0000000;10399.0000000;10233.0000000;10375.0000000;421906
20130315;00:00;10377.0000000;10436.0000000;10262.0000000;10284.0000000;581407
20130318;00:00;10281.0000000;10281.0000000;9803.0000000;9868.0000000;922060
20130319;00:00;9877.0000000;9990.0000000;9740.0000000;9798.0000000;1143711
20130320;00:00;9799.0000000;10159.0000000;9799.0000000;10150.0000000;1195733
20130321;00:00;10135.0000000;10190.0000000;9932.0000000;9960.0000000;915473
20130322;00:00;9955.0000000;9960.0000000;9769.0000000;9770.0000000;714742
20130325;00:00;9772.0000000;9960.0000000;9621.0000000;9671.0000000;698202
20130326;00:00;9680.0000000;9787.0000000;9538.0000000;9650.0000000;959354
20130327;00:00;9650.0000000;9682.0000000;9450.0000000;9579.0000000;885081
20130328;00:00;9575.0000000;9813.0000000;9422.0000000;9805.0000000;1042945
20130329;00:00;9802.0000000;9809.0000000;9705.0000000;9759.0000000;253798
20130401;00:00;9758.0000000;9833.0000000;9628.0000000;9650.0000000;560656
20130402;00:00;9654.0000000;9808.0000000;9654.0000000;9749.0000000;669424
20130403;00:00;9750.0000000;9831.0000000;9677.0000000;9705.0000000;642764
20130404;00:00;9707.0000000;9966.0000000;9691.0000000;9882.0000000;918578
20130405;00:00;9879.0000000;9909.0000000;9685.0000000;9822.0000000;734121
20130408;00:00;9822.0000000;9920.0000000;9808.0000000;9913.0000000;467176
20130409;00:00;9918.0000000;10135.0000000;9886.0000000;10119.0000000;700662
20130410;00:00;10120.0000000;10178.0000000;10041.0000000;10166.0000000;669115
20130411;00:00;10169.0000000;10175.0000000;10029.0000000;10053.0000000;501541
20130412;00:00;10050.0000000;10110.0000000;9881.0000000;9955.0000000;632168
20130415;00:00;9944.0000000;9944.0000000;9568.0000000;9578.0000000;729446
20130416;00:00;9581.0000000;9787.0000000;9581.0000000;9718.0000000;595078
20130417;00:00;9710.0000000;9758.0000000;9455.0000000;9560.0000000;823689
20130418;00:00;9552.0000000;9742.0000000;9505.0000000;9660.0000000;737137
20130419;00:00;9679.0000000;9785.0000000;9647.0000000;9749.0000000;618765
20130422;00:00;9749.0000000;9892.0000000;9563.0000000;9626.0000000;696008
20130423;00:00;9626.0000000;9750.0000000;9490.0000000;9729.0000000;760654
20130424;00:00;9731.0000000;9957.0000000;9721.0000000;9913.0000000;705678
20130425;00:00;9920.0000000;10022.0000000;9680.0000000;9704.0000000;788150
20130426;00:00;9699.0000000;9776.0000000;9591.0000000;9671.0000000;611617
20130429;00:00;9663.0000000;9767.0000000;9545.0000000;9570.0000000;451296
20130430;00:00;9580.0000000;10037.0000000;9543.0000000;10036.0000000;717509
20130502;00:00;10030.0000000;10250.0000000;9900.0000000;10243.0000000;565695
20130503;00:00;10244.0000000;10414.0000000;10130.0000000;10389.0000000;524504
20130506;00:00;10400.0000000;10417.0000000;10267.0000000;10326.0000000;423717
20130507;00:00;10327.0000000;10628.0000000;10241.0000000;10597.0000000;671032
20130508;00:00;10597.0000000;10699.0000000;10499.0000000;10669.0000000;514058
20130510;00:00;10654.0000000;10658.0000000;10409.0000000;10477.0000000;367130
20130513;00:00;10467.0000000;10467.0000000;10246.0000000;10383.0000000;711867
20130514;00:00;10395.0000000;10546.0000000;10328.0000000;10461.0000000;604175
20130515;00:00;10462.0000000;10495.0000000;10282.0000000;10414.0000000;622524
20130516;00:00;10405.0000000;10448.0000000;10260.0000000;10264.0000000;542060
20130517;00:00;10274.0000000;10594.0000000;10228.0000000;10578.0000000;641859
20130520;00:00;10588.0000000;10754.0000000;10573.0000000;10712.0000000;609464
20130521;00:00;10709.0000000;10996.0000000;10638.0000000;10950.0000000;749737
20130522;00:00;10952.0000000;11192.0000000;10937.0000000;10991.0000000;851265
20130523;00:00;10984.0000000;10984.0000000;10599.0000000;10662.0000000;941921
20130524;00:00;10676.0000000;10702.0000000;10287.0000000;10394.0000000;1012644
20130527;00:00;10398.0000000;10443.0000000;10254.0000000;10355.0000000;451065
20130528;00:00;10357.0000000;10544.0000000;10309.0000000;10367.0000000;739582
20130529;00:00;10360.0000000;10395.0000000;10001.0000000;10065.0000000;859546
20130530;00:00;10060.0000000;10142.0000000;9925.0000000;10070.0000000;937386
20130531;00:00;10082.0000000;10102.0000000;9773.0000000;9791.0000000;893420
20130603;00:00;9773.0000000;10085.0000000;9712.0000000;9990.0000000;1102928
20130604;00:00;9993.0000000;10175.0000000;9822.0000000;9894.0000000;813044
20130605;00:00;9893.0000000;9950.0000000;9671.0000000;9705.0000000;883989
20130606;00:00;9711.0000000;9880.0000000;9631.0000000;9839.0000000;776870
20130607;00:00;9831.0000000;9976.0000000;9704.0000000;9917.0000000;829628
20130610;00:00;10046.0000000;10174.0000000;9845.0000000;9871.0000000;46037
20130611;00:00;9867.0000000;9962.0000000;9509.0000000;9636.0000000;102570
20130613;00:00;9609.0000000;9609.0000000;9160.0000000;9393.0000000;340234
20130614;00:00;9403.0000000;9514.0000000;9261.0000000;9431.0000000;567394
20130617;00:00;9439.0000000;9706.0000000;9439.0000000;9643.0000000;707054
20130618;00:00;9645.0000000;9808.0000000;9621.0000000;9765.0000000;640231
20130619;00:00;9765.0000000;9774.0000000;9441.0000000;9458.0000000;753911
20130620;00:00;9453.0000000;9453.0000000;9071.0000000;9089.0000000;802468
20130621;00:00;9093.0000000;9447.0000000;9093.0000000;9332.0000000;843328
20130624;00:00;9326.0000000;9326.0000000;8955.0000000;9057.0000000;738461
20130625;00:00;9053.0000000;9185.0000000;9005.0000000;9133.0000000;627203
20130626;00:00;9132.0000000;9424.0000000;9058.0000000;9422.0000000;805094
20130627;00:00;9414.0000000;9497.0000000;9311.0000000;9461.0000000;701485
20130628;00:00;9464.0000000;9585.0000000;9339.0000000;9466.0000000;725881
20130701;00:00;9469.0000000;9677.0000000;9420.0000000;9625.0000000;540293
20130702;00:00;9634.0000000;9683.0000000;9436.0000000;9483.0000000;539865
20130703;00:00;9486.0000000;9520.0000000;9369.0000000;9461.0000000;496362
20130704;00:00;9464.0000000;9600.0000000;9334.0000000;9516.0000000;511325
20130705;00:00;9520.0000000;9611.0000000;9360.0000000;9429.0000000;654179
20130708;00:00;9435.0000000;9462.0000000;9298.0000000;9381.0000000;477094
20130709;00:00;9391.0000000;9453.0000000;9308.0000000;9362.0000000;437694
20130710;00:00;9360.0000000;9379.0000000;9176.0000000;9223.0000000;525184
20130711;00:00;9230.0000000;9693.0000000;9230.0000000;9672.0000000;762360
20130712;00:00;9668.0000000;9971.0000000;9626.0000000;9946.0000000;795219
20130715;00:00;9954.0000000;10130.0000000;9931.0000000;10095.0000000;770646
20130716;00:00;10092.0000000;10218.0000000;9975.0000000;10022.0000000;643912
20130717;00:00;10020.0000000;10269.0000000;9955.0000000;10255.0000000;735286
20130718;00:00;10250.0000000;10250.0000000;9840.0000000;9924.0000000;836181
20130719;00:00;9911.0000000;10225.0000000;9847.0000000;10053.0000000;819704
20130722;00:00;10070.0000000;10114.0000000;9835.0000000;9876.0000000;641784
20130723;00:00;9878.0000000;9993.0000000;9743.0000000;9779.0000000;636163
20130724;00:00;9774.0000000;9838.0000000;9661.0000000;9758.0000000;822707
20130725;00:00;9755.0000000;9784.0000000;9627.0000000;9719.0000000;718405
20130726;00:00;9725.0000000;9767.0000000;9501.0000000;9618.0000000;606240
20130729;00:00;9603.0000000;9651.0000000;9506.0000000;9512.0000000;474221
20130730;00:00;9520.0000000;9593.0000000;9460.0000000;9520.0000000;536924
20130731;00:00;9521.0000000;9693.0000000;9453.0000000;9642.0000000;671817
20130801;00:00;9647.0000000;9835.0000000;9647.0000000;9834.0000000;477684
20130802;00:00;9826.0000000;9863.0000000;9650.0000000;9795.0000000;525185
20130805;00:00;9795.0000000;9835.0000000;9675.0000000;9681.0000000;334038
20130806;00:00;9679.0000000;9694.0000000;9513.0000000;9538.0000000;470478
20130807;00:00;9537.0000000;9599.0000000;9474.0000000;9535.0000000;521044
20130808;00:00;9535.0000000;9589.0000000;9396.0000000;9520.0000000;578826
20130809;00:00;9518.0000000;9666.0000000;9461.0000000;9650.0000000;502433
20130812;00:00;9646.0000000;9726.0000000;9536.0000000;9720.0000000;556707
20130813;00:00;9723.0000000;9859.0000000;9720.0000000;9839.0000000;507757
20130814;00:00;9823.0000000;9885.0000000;9777.0000000;9837.0000000;428793
20130815;00:00;9824.0000000;9842.0000000;9580.0000000;9616.0000000;525583
20130816;00:00;9614.0000000;9635.0000000;9405.0000000;9411.0000000;555666
20130819;00:00;9405.0000000;9485.0000000;9340.0000000;9360.0000000;545392
20130820;00:00;9360.0000000;9360.0000000;9193.0000000;9230.0000000;533408
20130821;00:00;9229.0000000;9310.0000000;9038.0000000;9088.0000000;678788
20130822;00:00;9080.0000000;9295.0000000;9019.0000000;9273.0000000;673318
20130823;00:00;9265.0000000;9320.0000000;9203.0000000;9270.0000000;478295
20130826;00:00;9270.0000000;9323.0000000;9098.0000000;9114.0000000;430574
20130827;00:00;9110.0000000;9127.0000000;8981.0000000;9000.0000000;560363
20130828;00:00;9000.0000000;9064.0000000;8889.0000000;8965.0000000;783205
20130829;00:00;8966.0000000;9087.0000000;8952.0000000;8986.0000000;572823
20130830;00:00;8989.0000000;9028.0000000;8790.0000000;8809.0000000;598904
20130902;00:00;8815.0000000;9020.0000000;8815.0000000;9004.0000000;355676
20130903;00:00;9004.0000000;9127.0000000;8968.0000000;9042.0000000;640047
20130904;00:00;9048.0000000;9097.0000000;8959.0000000;9085.0000000;430093
20130905;00:00;9082.0000000;9347.0000000;9043.0000000;9323.0000000;774024
20130906;00:00;9311.0000000;9523.0000000;9196.0000000;9300.0000000;1038812
20130909;00:00;9310.0000000;9565.0000000;9305.0000000;9537.0000000;738490
20130910;00:00;9649.0000000;9810.0000000;9589.0000000;9761.0000000;156615
20130911;00:00;9775.0000000;9825.0000000;9633.0000000;9710.0000000;119416
20130912;00:00;9718.0000000;9748.0000000;9532.0000000;9654.0000000;232721
20130913;00:00;9648.0000000;9767.0000000;9596.0000000;9750.0000000;332034
20130916;00:00;9750.0000000;10048.0000000;9750.0000000;9987.0000000;538289
20130917;00:00;9986.0000000;10083.0000000;9934.0000000;10035.0000000;374825
20130918;00:00;10040.0000000;10472.0000000;10031.0000000;10414.0000000;768341
20130919;00:00;10404.0000000;10498.0000000;10284.0000000;10338.0000000;741545
20130920;00:00;10330.0000000;10387.0000000;10265.0000000;10311.0000000;439765
20130923;00:00;10320.0000000;10357.0000000;10211.0000000;10285.0000000;433794
20130924;00:00;10280.0000000;10280.0000000;10154.0000000;10165.0000000;479430
20130925;00:00;10164.0000000;10349.0000000;10139.0000000;10318.0000000;595141
20130926;00:00;10319.0000000;10389.0000000;10208.0000000;10253.0000000;602119
20130927;00:00;10260.0000000;10290.0000000;9947.0000000;9971.0000000;597538
20130930;00:00;9968.0000000;9968.0000000;9821.0000000;9872.0000000;455006
20131001;00:00;9873.0000000;10107.0000000;9873.0000000;10068.0000000;503566
20131002;00:00;10068.0000000;10068.0000000;9836.0000000;9941.0000000;520877
20131003;00:00;9941.0000000;9998.0000000;9858.0000000;9919.0000000;522188
20131004;00:00;9918.0000000;10175.0000000;9877.0000000;10145.0000000;545623
20131007;00:00;10131.0000000;10184.0000000;10020.0000000;10122.0000000;426932
20131008;00:00;10120.0000000;10336.0000000;10097.0000000;10240.0000000;595453
20131009;00:00;10250.0000000;10406.0000000;10204.0000000;10283.0000000;543185
20131010;00:00;10290.0000000;10547.0000000;10290.0000000;10494.0000000;651269
20131011;00:00;10496.0000000;10515.0000000;10344.0000000;10411.0000000;538869
20131014;00:00;10410.0000000;10494.0000000;10275.0000000;10484.0000000;376463
20131015;00:00;10480.0000000;10594.0000000;10453.0000000;10484.0000000;496571
20131016;00:00;10486.0000000;10606.0000000;10458.0000000;10516.0000000;455834
20131017;00:00;10511.0000000;10521.0000000;10327.0000000;10477.0000000;549892
20131018;00:00;10479.0000000;10659.0000000;10448.0000000;10593.0000000;557997
20131021;00:00;10605.0000000;10683.0000000;10580.0000000;10623.0000000;390550
20131022;00:00;10633.0000000;10670.0000000;10539.0000000;10625.0000000;456985
20131023;00:00;10620.0000000;10620.0000000;10380.0000000;10398.0000000;440349
20131024;00:00;10399.0000000;10467.0000000;10344.0000000;10380.0000000;458566
20131025;00:00;10379.0000000;10447.0000000;10288.0000000;10394.0000000;519948
20131028;00:00;10400.0000000;10541.0000000;10329.0000000;10350.0000000;394535
20131029;00:00;10360.0000000;10431.0000000;10290.0000000;10359.0000000;419656
20131030;00:00;10361.0000000;10495.0000000;10252.0000000;10319.0000000;525351
20131031;00:00;10310.0000000;10383.0000000;10244.0000000;10340.0000000;488842
20131101;00:00;10339.0000000;10447.0000000;10316.0000000;10415.0000000;402221
20131105;00:00;10420.0000000;10549.0000000;10272.0000000;10293.0000000;397281
20131106;00:00;10309.0000000;10367.0000000;10280.0000000;10314.0000000;397904
20131107;00:00;10315.0000000;10448.0000000;10260.0000000;10287.0000000;568905
20131108;00:00;10287.0000000;10309.0000000;10206.0000000;10269.0000000;556485
20131111;00:00;10270.0000000;10296.0000000;10194.0000000;10234.0000000;292541
20131112;00:00;10237.0000000;10472.0000000;10225.0000000;10436.0000000;589489
20131113;00:00;10426.0000000;10535.0000000;10154.0000000;10292.0000000;823699
20131114;00:00;10298.0000000;10464.0000000;10298.0000000;10445.0000000;557350
20131115;00:00;10448.0000000;10516.0000000;10367.0000000;10424.0000000;573945
20131118;00:00;10427.0000000;10676.0000000;10393.0000000;10658.0000000;602658
20131119;00:00;10654.0000000;10716.0000000;10601.0000000;10625.0000000;607723
20131120;00:00;10611.0000000;10699.0000000;10541.0000000;10592.0000000;572678
20131121;00:00;10585.0000000;10585.0000000;10484.0000000;10570.0000000;473068
20131122;00:00;10568.0000000;10582.0000000;10456.0000000;10573.0000000;416938
20131125;00:00;10575.0000000;10650.0000000;10507.0000000;10532.0000000;427491
20131126;00:00;10538.0000000;10559.0000000;10342.0000000;10425.0000000;622011
20131127;00:00;10425.0000000;10444.0000000;10294.0000000;10346.0000000;530848
20131128;00:00;10356.0000000;10403.0000000;10261.0000000;10307.0000000;386128
20131129;00:00;10307.0000000;10380.0000000;10207.0000000;10331.0000000;567268
20131202;00:00;10330.0000000;10385.0000000;10211.0000000;10225.0000000;411600
20131203;00:00;10215.0000000;10264.0000000;10018.0000000;10050.0000000;639144
20131204;00:00;10050.0000000;10098.0000000;9896.0000000;9939.0000000;678068
20131205;00:00;9936.0000000;10011.0000000;9792.0000000;9804.0000000;632136
20131206;00:00;9809.0000000;10015.0000000;9804.0000000;10006.0000000;712077
20131209;00:00;10008.0000000;10146.0000000;9968.0000000;10120.0000000;558285
20131210;00:00;10128.0000000;10270.0000000;10090.0000000;10130.0000000;66217
20131211;00:00;10136.0000000;10225.0000000;10059.0000000;10101.0000000;179984
